"","Latency","Answer","cat","cond","tier"
"2388",7.095,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2389",7.252,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2390",3.401,"Desirable","ass.t1","Asymmetric","Top 1%"
"2391",2.875,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2392",2.426,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2393",0.87,"Neutral","ass.t1","Asymmetric","Top 1%"
"2394",2.111,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2395",7.97,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2396",NA,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2397",3.694,"Neutral","ass.t1","Asymmetric","Top 1%"
"2398",2.327,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2399",9.151,"Desirable","ass.t1","Asymmetric","Top 1%"
"2400",3.215,"Desirable","ass.t1","Asymmetric","Top 1%"
"2401",4.366,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2402",NA,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2403",NA,"Very Undesirable","ass.t1","Asymmetric","Top 1%"
"2404",5.029,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2405",2.576,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2406",2.002,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2407",2.544,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2408",3.229,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2409",2.441,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2410",2.993,"Very Undesirable","ass.t1","Asymmetric","Top 1%"
"2411",3.601,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2412",11.414,"Very Undesirable","ass.t1","Asymmetric","Top 1%"
"2413",0.692,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2414",11.052,"Very Undesirable","ass.t1","Asymmetric","Top 1%"
"2415",3.783,"Neutral","ass.t1","Asymmetric","Top 1%"
"2416",5.357,"Very Undesirable","ass.t1","Asymmetric","Top 1%"
"2417",1.601,"Neutral","ass.t1","Asymmetric","Top 1%"
"2418",2.849,"Very Undesirable","ass.t1","Asymmetric","Top 1%"
"2419",2.052,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2420",4.53,"Very Undesirable","ass.t1","Asymmetric","Top 1%"
"2421",1.501,"Very Undesirable","ass.t1","Asymmetric","Top 1%"
"2422",4.83,"Very Undesirable","ass.t1","Asymmetric","Top 1%"
"2423",1.653,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2424",3.056,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2425",7.183,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2426",10.368,"Very Undesirable","ass.t1","Asymmetric","Top 1%"
"2427",1.696,"Desirable","ass.t1","Asymmetric","Top 1%"
"2428",NA,"Desirable","ass.t1","Asymmetric","Top 1%"
"2429",NA,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2430",0.548,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2431",6.683,"Neutral","ass.t1","Asymmetric","Top 1%"
"2432",6.196,"Very Undesirable","ass.t1","Asymmetric","Top 1%"
"2433",NA,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2434",3.408,"Very Undesirable","ass.t1","Asymmetric","Top 1%"
"2435",2.683,"Very Undesirable","ass.t1","Asymmetric","Top 1%"
"2436",3.827,"Neutral","ass.t1","Asymmetric","Top 1%"
"2437",0.405,"Neutral","ass.t1","Asymmetric","Top 1%"
"2438",2.318,"Very Undesirable","ass.t1","Asymmetric","Top 1%"
"2439",7.398,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2440",1.332,"Desirable","ass.t1","Asymmetric","Top 1%"
"2441",4.014,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2442",3.385,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2443",1.65,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2444",2.089,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2445",NA,"Desirable","ass.t1","Asymmetric","Top 1%"
"2446",9.516,"Neutral","ass.t1","Asymmetric","Top 1%"
"2447",6.016,"Desirable","ass.t1","Asymmetric","Top 1%"
"2448",6.519,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2449",0.978,"Neutral","ass.t1","Asymmetric","Top 1%"
"2450",8.287,"Neutral","ass.t1","Asymmetric","Top 1%"
"2451",4.432,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2452",5.253,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2453",2.368,"Desirable","ass.t1","Asymmetric","Top 1%"
"2454",NA,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2455",NA,"Desirable","ass.t1","Asymmetric","Top 1%"
"2456",4.87,"Desirable","ass.t1","Asymmetric","Top 1%"
"2457",5.252,"Desirable","ass.t1","Asymmetric","Top 1%"
"2458",2.01,"Desirable","ass.t1","Asymmetric","Top 1%"
"2459",2.893,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2460",3.667,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2461",3.012,"Desirable","ass.t1","Asymmetric","Top 1%"
"2462",9.853,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2463",NA,"Desirable","ass.t1","Asymmetric","Top 1%"
"2464",4.321,"Desirable","ass.t1","Asymmetric","Top 1%"
"2465",10.634,"Neutral","ass.t1","Asymmetric","Top 1%"
"2466",6.71,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2467",6.844,"Desirable","ass.t1","Asymmetric","Top 1%"
"2468",6.198,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2469",2.549,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2470",1.692,"Neutral","ass.t1","Asymmetric","Top 1%"
"2471",5.571,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2472",2.069,"Desirable","ass.t1","Asymmetric","Top 1%"
"2473",3.588,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2474",2.986,"Neutral","ass.t1","Asymmetric","Top 1%"
"2475",5.64,"Desirable","ass.t1","Asymmetric","Top 1%"
"2476",6.001,"Neutral","ass.t1","Asymmetric","Top 1%"
"2477",3.801,"Desirable","ass.t1","Asymmetric","Top 1%"
"2478",7.254,"Very Undesirable","ass.t1","Asymmetric","Top 1%"
"2479",3.894,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2480",8.017,"Desirable","ass.t1","Asymmetric","Top 1%"
"2481",7.172,"Desirable","ass.t1","Asymmetric","Top 1%"
"2482",NA,"Desirable","ass.t1","Asymmetric","Top 1%"
"2483",10.327,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2484",11.591,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2485",NA,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2486",1.889,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2487",6.677,"Desirable","ass.t1","Asymmetric","Top 1%"
"2488",5.93,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2489",9.4,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2490",9.427,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2491",NA,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2492",NA,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2493",7.36,"Very Undesirable","ass.t1","Asymmetric","Top 1%"
"2494",4.757,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2495",3.357,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2496",6.84,"Desirable","ass.t1","Asymmetric","Top 1%"
"2497",2.488,"Desirable","ass.t1","Asymmetric","Top 1%"
"2498",NA,"Desirable","ass.t1","Asymmetric","Top 1%"
"2499",NA,"Desirable","ass.t1","Asymmetric","Top 1%"
"2500",4.301,"Desirable","ass.t1","Asymmetric","Top 1%"
"2501",5.577,"Neutral","ass.t1","Asymmetric","Top 1%"
"2502",7.069,"Desirable","ass.t1","Asymmetric","Top 1%"
"2503",4.339,"Desirable","ass.t1","Asymmetric","Top 1%"
"2504",NA,"Desirable","ass.t1","Asymmetric","Top 1%"
"2505",5.501,"Neutral","ass.t1","Asymmetric","Top 1%"
"2506",4.79,"Desirable","ass.t1","Asymmetric","Top 1%"
"2507",8.3,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2508",9.929,"Very Undesirable","ass.t1","Asymmetric","Top 1%"
"2509",4.173,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2510",1.615,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2511",6.941,"Neutral","ass.t1","Asymmetric","Top 1%"
"2512",5.457,"Desirable","ass.t1","Asymmetric","Top 1%"
"2513",5.858,"Desirable","ass.t1","Asymmetric","Top 1%"
"2514",2.669,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2515",5.412,"Neutral","ass.t1","Asymmetric","Top 1%"
"2516",5.633,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2517",5.02,"Desirable","ass.t1","Asymmetric","Top 1%"
"2518",4.586,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2519",NA,"Neutral","ass.t1","Asymmetric","Top 1%"
"2520",6.194,"Neutral","ass.t1","Asymmetric","Top 1%"
"2521",3.885,"Neutral","ass.t1","Asymmetric","Top 1%"
"2522",2.591,"Neutral","ass.t1","Asymmetric","Top 1%"
"2523",5.481,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2524",6.021,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2525",6.279,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2526",NA,"Desirable","ass.t1","Asymmetric","Top 1%"
"2527",10.002,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2528",NA,"Desirable","ass.t1","Asymmetric","Top 1%"
"2529",2.082,"Very Undesirable","ass.t1","Asymmetric","Top 1%"
"2530",3.964,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2531",5.403,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2532",4.412,"Desirable","ass.t1","Asymmetric","Top 1%"
"2533",7.869,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2534",NA,"Desirable","ass.t1","Asymmetric","Top 1%"
"2535",2.296,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2536",3.85,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2537",2.073,"Desirable","ass.t1","Asymmetric","Top 1%"
"2538",6.838,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2539",1.66,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2540",4.74,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2541",8.957,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2542",9.665,"Very Undesirable","ass.t1","Asymmetric","Top 1%"
"2543",4.367,"Very Undesirable","ass.t1","Asymmetric","Top 1%"
"2544",10.937,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2545",8.602,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2546",1.029,"Neutral","ass.t1","Asymmetric","Top 1%"
"2547",2.688,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2548",5.3,"Desirable","ass.t1","Asymmetric","Top 1%"
"2549",4.302,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2550",7.368,"Desirable","ass.t1","Asymmetric","Top 1%"
"2551",2.667,"Neutral","ass.t1","Asymmetric","Top 1%"
"2552",7.405,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2553",0.56,"Neutral","ass.t1","Asymmetric","Top 1%"
"2554",0.814,"Very Undesirable","ass.t1","Asymmetric","Top 1%"
"2555",5.301,"Desirable","ass.t1","Asymmetric","Top 1%"
"2556",0.937,"Desirable","ass.t1","Asymmetric","Top 1%"
"2557",NA,"Desirable","ass.t1","Asymmetric","Top 1%"
"2558",1.754,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2559",2.284,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2560",1.563,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2561",8.339,"Desirable","ass.t1","Asymmetric","Top 1%"
"2562",NA,"Very Undesirable","ass.t1","Asymmetric","Top 1%"
"2563",10.022,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2564",5.141,"Desirable","ass.t1","Asymmetric","Top 1%"
"2565",0.787,"Neutral","ass.t1","Asymmetric","Top 1%"
"2566",4.035,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2567",3.95,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2568",3.919,"Desirable","ass.t1","Asymmetric","Top 1%"
"2569",3.41,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2570",9.179,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2571",1.508,"Desirable","ass.t1","Asymmetric","Top 1%"
"2572",8.143,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2573",3.956,"Desirable","ass.t1","Asymmetric","Top 1%"
"2574",1.621,"Desirable","ass.t1","Asymmetric","Top 1%"
"2575",4.112,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2576",2.1,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2577",4,"Desirable","ass.t1","Asymmetric","Top 1%"
"2578",10.7,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2579",7.292,"Desirable","ass.t1","Asymmetric","Top 1%"
"2580",2.662,"Neutral","ass.t1","Asymmetric","Top 1%"
"2581",5.257,"Desirable","ass.t1","Asymmetric","Top 1%"
"2582",3.866,"Very Undesirable","ass.t1","Asymmetric","Top 1%"
"2583",5.478,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2584",NA,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2585",2.015,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2586",1.77,"Neutral","ass.t1","Asymmetric","Top 1%"
"2587",2.801,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2588",NA,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2589",4.229,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2590",6.543,"Very Undesirable","ass.t1","Asymmetric","Top 1%"
"2591",6.388,"Desirable","ass.t1","Asymmetric","Top 1%"
"2592",5.435,"Neutral","ass.t1","Asymmetric","Top 1%"
"2593",5.965,"Desirable","ass.t1","Asymmetric","Top 1%"
"2594",6.114,"Very Undesirable","ass.t1","Asymmetric","Top 1%"
"2595",1.601,"Desirable","ass.t1","Asymmetric","Top 1%"
"2596",8.539,"Desirable","ass.t1","Asymmetric","Top 1%"
"2597",NA,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2598",NA,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2599",8.919,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2600",3.772,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2601",NA,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2602",3.384,"Desirable","ass.t1","Asymmetric","Top 1%"
"2603",NA,"Desirable","ass.t1","Asymmetric","Top 1%"
"2604",2.972,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2605",NA,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2606",10.141,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2607",2.88,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2608",NA,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2609",1.201,"Neutral","ass.t1","Asymmetric","Top 1%"
"2610",2.853,"Desirable","ass.t1","Asymmetric","Top 1%"
"2611",4.152,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2612",4.623,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2613",3.198,"Desirable","ass.t1","Asymmetric","Top 1%"
"2614",8.597,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2615",10.237,"Desirable","ass.t1","Asymmetric","Top 1%"
"2616",3.998,"Desirable","ass.t1","Asymmetric","Top 1%"
"2617",2.82,"Desirable","ass.t1","Asymmetric","Top 1%"
"2618",6.964,"Desirable","ass.t1","Asymmetric","Top 1%"
"2619",4.04,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2620",11.61,"Desirable","ass.t1","Asymmetric","Top 1%"
"2621",9.878,"Desirable","ass.t1","Asymmetric","Top 1%"
"2622",6,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2623",10.624,"Neutral","ass.t1","Asymmetric","Top 1%"
"2624",NA,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2625",1.348,"Desirable","ass.t1","Asymmetric","Top 1%"
"2626",3.34,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2627",6.678,"Desirable","ass.t1","Asymmetric","Top 1%"
"2628",NA,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2629",4.3,"Desirable","ass.t1","Asymmetric","Top 1%"
"2630",2.151,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2631",4.543,"Desirable","ass.t1","Asymmetric","Top 1%"
"2632",4.429,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2633",3.362,"Desirable","ass.t1","Asymmetric","Top 1%"
"2634",3.181,"Desirable","ass.t1","Asymmetric","Top 1%"
"2635",NA,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2636",9.899,"Neutral","ass.t1","Asymmetric","Top 1%"
"2637",7.362,"Desirable","ass.t1","Asymmetric","Top 1%"
"2638",2.601,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2639",3.758,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2640",2.145,"Very Undesirable","ass.t1","Asymmetric","Top 1%"
"2641",5.482,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2642",5.054,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2643",5.583,"Desirable","ass.t1","Asymmetric","Top 1%"
"2644",4.589,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2645",2.441,"Desirable","ass.t1","Asymmetric","Top 1%"
"2646",3.254,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2647",7.265,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2648",2.231,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2649",5.857,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2650",5.158,"Desirable","ass.t1","Asymmetric","Top 1%"
"2651",2.604,"Desirable","ass.t1","Asymmetric","Top 1%"
"2652",2.802,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2653",2.199,"Desirable","ass.t1","Asymmetric","Top 1%"
"2654",3.154,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2655",1.701,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2656",3.418,"Desirable","ass.t1","Asymmetric","Top 1%"
"2657",8.401,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2658",9.713,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2659",1.901,"Desirable","ass.t1","Asymmetric","Top 1%"
"2660",7.311,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2661",6.976,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2662",0.91,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2663",NA,"Desirable","ass.t1","Asymmetric","Top 1%"
"2664",2.4,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2665",2.246,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2666",3.879,"Desirable","ass.t1","Asymmetric","Top 1%"
"2667",9.964,"Desirable","ass.t1","Asymmetric","Top 1%"
"2668",4.009,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2669",0.447,"Neutral","ass.t1","Asymmetric","Top 1%"
"2670",0.8,"Very Undesirable","ass.t1","Asymmetric","Top 1%"
"2671",6.358,"Neutral","ass.t1","Asymmetric","Top 1%"
"2672",0.963,"Desirable","ass.t1","Asymmetric","Top 1%"
"2673",10.34,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2674",8.931,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2675",3.241,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2676",6.011,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2677",10.006,"Desirable","ass.t1","Asymmetric","Top 1%"
"2678",11.415,"Very Undesirable","ass.t1","Asymmetric","Top 1%"
"2679",5.599,"Desirable","ass.t1","Asymmetric","Top 1%"
"2680",2.902,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2681",0.828,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2682",NA,"Desirable","ass.t1","Asymmetric","Top 1%"
"2683",3.332,"Neutral","ass.t1","Asymmetric","Top 1%"
"2684",3.9,"Desirable","ass.t1","Asymmetric","Top 1%"
"2685",2.246,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2686",NA,"Neutral","ass.t1","Asymmetric","Top 1%"
"2687",NA,"Desirable","ass.t1","Asymmetric","Top 1%"
"2688",2.4,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2689",6.387,"Neutral","ass.t1","Asymmetric","Top 1%"
"2690",2.728,"Neutral","ass.t1","Asymmetric","Top 1%"
"2691",2.816,"Desirable","ass.t1","Asymmetric","Top 1%"
"2692",5.942,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2693",0.572,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2694",8.965,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2695",NA,"Desirable","ass.t1","Asymmetric","Top 1%"
"2696",4.154,"Neutral","ass.t1","Asymmetric","Top 1%"
"2697",7.724,"Desirable","ass.t1","Asymmetric","Top 1%"
"2698",1.415,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2699",6.652,"Desirable","ass.t1","Asymmetric","Top 1%"
"2700",NA,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2701",1.443,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2702",2.484,"Neutral","ass.t1","Asymmetric","Top 1%"
"2703",6.491,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2704",3,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2705",4.801,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2706",5.089,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2707",NA,"Neutral","ass.t1","Asymmetric","Top 1%"
"2708",3.9,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2709",7.688,"Desirable","ass.t1","Asymmetric","Top 1%"
"2710",7.629,"Very Undesirable","ass.t1","Asymmetric","Top 1%"
"2711",2.252,"Desirable","ass.t1","Asymmetric","Top 1%"
"2712",NA,"Neutral","ass.t1","Asymmetric","Top 1%"
"2713",8.742,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2714",11.527,"Desirable","ass.t1","Asymmetric","Top 1%"
"2715",7.401,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2716",NA,"Very Undesirable","ass.t1","Asymmetric","Top 1%"
"2717",NA,"Neutral","ass.t1","Asymmetric","Top 1%"
"2718",1.972,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2719",NA,"Desirable","ass.t1","Asymmetric","Top 1%"
"2720",4.166,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2721",5.615,"Neutral","ass.t1","Asymmetric","Top 1%"
"2722",7.376,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2723",2.88,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2724",3.124,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2725",NA,"Neutral","ass.t1","Asymmetric","Top 1%"
"2726",7.628,"Desirable","ass.t1","Asymmetric","Top 1%"
"2727",4.207,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2728",10.398,"Very Undesirable","ass.t1","Asymmetric","Top 1%"
"2729",NA,"Neutral","ass.t1","Asymmetric","Top 1%"
"2730",11.291,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2731",NA,"Desirable","ass.t1","Asymmetric","Top 1%"
"2732",5.275,"Desirable","ass.t1","Asymmetric","Top 1%"
"2733",4.26,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2734",NA,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2735",10.683,"Neutral","ass.t1","Asymmetric","Top 1%"
"2736",6.975,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2737",9.45,"Neutral","ass.t1","Asymmetric","Top 1%"
"2738",4.25,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2739",NA,"Neutral","ass.t1","Asymmetric","Top 1%"
"2740",0.944,"Neutral","ass.t1","Asymmetric","Top 1%"
"2741",NA,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2742",4.366,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2743",NA,"Desirable","ass.t1","Asymmetric","Top 1%"
"2744",6.5,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2745",2.804,"Neutral","ass.t1","Asymmetric","Top 1%"
"2746",1.982,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2747",10.201,"Desirable","ass.t1","Asymmetric","Top 1%"
"2748",4.329,"Neutral","ass.t1","Asymmetric","Top 1%"
"2749",NA,"Neutral","ass.t1","Asymmetric","Top 1%"
"2750",9.684,"Desirable","ass.t1","Asymmetric","Top 1%"
"2751",9.401,"Neutral","ass.t1","Asymmetric","Top 1%"
"2752",10.878,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2753",3.094,"Neutral","ass.t1","Asymmetric","Top 1%"
"2754",6.764,"Neutral","ass.t1","Asymmetric","Top 1%"
"2755",3.965,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2756",3.826,"Neutral","ass.t1","Asymmetric","Top 1%"
"2757",3.858,"Very Undesirable","ass.t1","Asymmetric","Top 1%"
"2758",NA,"Desirable","ass.t1","Asymmetric","Top 1%"
"2759",6.313,"Desirable","ass.t1","Asymmetric","Top 1%"
"2760",NA,"Desirable","ass.t1","Asymmetric","Top 1%"
"2761",3.64,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2762",8.767,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2763",NA,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2764",7.2,"Desirable","ass.t1","Asymmetric","Top 1%"
"2765",5.671,"Desirable","ass.t1","Asymmetric","Top 1%"
"2766",NA,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2767",1.911,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2768",6.957,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2769",NA,"Neutral","ass.t1","Asymmetric","Top 1%"
"2770",2.9,"Neutral","ass.t1","Asymmetric","Top 1%"
"2771",2.701,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2772",7.74,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2773",11.52,"Very Undesirable","ass.t1","Asymmetric","Top 1%"
"2774",NA,"Very Undesirable","ass.t1","Asymmetric","Top 1%"
"2775",2.151,"Neutral","ass.t1","Asymmetric","Top 1%"
"2776",11.464,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2777",NA,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2778",0.507,"Neutral","ass.t1","Asymmetric","Top 1%"
"2779",6.478,"Desirable","ass.t1","Asymmetric","Top 1%"
"2780",3.472,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2781",5.002,"Very Desirable","ass.t1","Asymmetric","Top 1%"
"2782",11.357,"Desirable","ass.t1","Asymmetric","Top 1%"
"2783",2.218,"Neutral","ass.t1","Asymmetric","Top 1%"
"2784",5.859,"Undesirable","ass.t1","Asymmetric","Top 1%"
"2785",0.555,"Neutral","ass.t1","Asymmetric","Top 1%"
"2786",0.747,"Very Undesirable","ass.t1","Asymmetric","Top 1%"
"2787",3.719,"Very Desirable","ass.t1","Asymmetric","Top 1%"
